clean_text,indexed_text
Death of Becket and aftermath,"[280, 2, 0, 3, 1800]"
Simone Russell,"[0, 0]"
,[]
The spermatophores of males are about    mm     in  long and    mm wide  The ink sac is pear  shaped  with a silvery blue  green outer layer  The vane of the gladius  the rigid internal remnants of the mollusc shell  is oval  shaped and pointed at both ends  lanceolate   It has a broad midrib  rachis,"[1, 0, 2, 2816, 32, 70, 612, 4, 136, 3, 612, 818, 1, 0, 0, 15, 6797, 3274, 13, 6, 0, 1103, 706, 4634, 4937, 1, 0, 2, 1, 0, 1, 6703, 3052, 4300, 2, 1, 0, 1351, 15, 0, 3274, 3, 4390, 16, 93, 3826, 0, 20, 42, 6, 2587, 0, 0]"
Georgia Tech carries a strong reputation for being difficult  In   The Princeton Review placed Tech among the  toughest colleges and universities in the United States and later reported that Tech s heavy workload led to  overly stressed  students with  minimal time for social functions   In   The Daily Beast included Tech on its list of the  most stressful colleges and universities in the US However  in   the Daily Beast also listed Tech among the  happiest colleges indicating that student stress does not necessarily prevent student happiness  Among students  it is widely believed that a sacrifice of sleep  studying  or a social life defines  the Tech lifestyle   For these reasons  students commonly refer to graduation from Tech as  getting out,"[1819, 815, 4662, 6, 422, 2352, 10, 94, 1293, 4, 1, 5339, 508, 744, 815, 215, 1, 7403, 4718, 3, 3642, 4, 1, 96, 113, 3, 55, 522, 12, 815, 8, 470, 0, 158, 5, 7826, 0, 577, 13, 2520, 48, 10, 843, 3238, 4, 1, 1831, 2662, 193, 815, 9, 29, 564, 2, 1, 58, 0, 4718, 3, 3642, 4, 1, 107, 83, 4, 1, 1831, 2662, 30, 2203, 815, 215, 1, 0, 4718, 2985, 12, 802, 0, 515, 36, 6096, 1104, 802, 0, 215, 577, 20, 15, 1526, 503, 12, 6, 3694, 2, 3641, 3503, 40, 6, 843, 191, 0, 1, 815, 3237, 10, 90, 1347, 577, 2058, 5093, 5, 6068, 18, 815, 11, 1565, 61]"
,[]
Rail shooters limit the player to moving around the screen while the game follows a specific route  these games often feature an  into the screen  viewpoint  with which the action is seen from behind the player character  and moves  into the screen   while the player retains control over dodging  Examples include Captain Skyhawk     Panzer Dragoon     Star Fox      and Sin and Punishment     Light  Gun games that are  on  rails  are not in the shoot  em  up category but the FPS category  and the term has also been applied to scripted events in first  person shooters such as Call of Duty,"[3422, 0, 4399, 1, 198, 5, 1009, 147, 1, 1083, 59, 1, 57, 1616, 6, 2657, 256, 90, 290, 347, 994, 22, 52, 1, 1083, 0, 13, 23, 1, 385, 15, 529, 18, 728, 1, 198, 217, 3, 2748, 52, 1, 1083, 59, 1, 198, 0, 469, 53, 0, 4220, 340, 703, 0, 0, 0, 348, 904, 3, 0, 3, 0, 694, 718, 290, 12, 32, 9, 0, 32, 36, 4, 1, 3608, 0, 63, 1702, 31, 1, 0, 1702, 3, 1, 644, 42, 30, 43, 3181, 5, 0, 701, 4, 28, 888, 0, 81, 11, 1126, 2, 2031]"
Bumpass performs the voice of Squidward Tentacles and other miscellaneous characters  Arthur Brown  author of Everything I Need to Know  I Learned from Cartoons   has compared Squidward s voice to that of Jack Benny s  Hillenburg originally had Mr Lawrence in mind for the role of voicing Squidward,"[0, 4801, 1, 1108, 2, 4100, 0, 3, 49, 0, 304, 2197, 669, 1782, 2, 1428, 60, 1435, 5, 855, 60, 1662, 18, 4781, 42, 907, 4100, 8, 1108, 5, 12, 2, 768, 0, 8, 0, 444, 24, 1689, 1912, 4, 1186, 10, 1, 282, 2, 0, 4100]"
There is a hint of a paradox in that indulgence causes someone to be filled with desire and that music without a sound is desired by the soul  There is a stasis that prohibits the characters on the urn from ever being fulfilled,"[73, 15, 6, 0, 2, 6, 0, 4, 12, 0, 2068, 1918, 5, 25, 2063, 13, 2329, 3, 12, 114, 361, 6, 466, 15, 5319, 14, 1, 3054, 73, 15, 6, 0, 12, 0, 1, 304, 9, 1, 0, 18, 586, 94, 0]"
There are two types of costumed shows used by Chuck E Cheese s  the LIVE  show and the Road show  The LIVE  show is performed at the front of the stage in the showroom  whenever a child is celebrating a birthday  The live show is a way of pumping up the crowd before a customized rendition of  Happy Birthday  is sung to the child that is celebrating the birthday   I say Happy  you say Birthday    A costumed Chuck E Cheese dances with the guests and sings  while being accompanied by the cast members  The Road show is a performance by a costumed Chuck E Cheese character  and is performed outside the normal showroom  Children are gathered via the public announcement system or by Chuck E Cheese himself  Chuck E Cheese wants the kids to dance in order to win free tickets  The free tickets are thrown at the end of the performance for all the kids that participated  Chuck E comes out every hour on the half hour          etc    The songs Chuck E and the kids dance to are usually well  known classic songs such as  If You re Happy and You Know It  and  Head  Shoulders  Knees  and Toes,"[73, 32, 38, 1579, 2, 0, 645, 88, 14, 2462, 574, 5546, 8, 1, 224, 137, 3, 1, 235, 137, 1, 224, 137, 15, 404, 16, 1, 536, 2, 1, 517, 4, 1, 6972, 0, 6, 974, 15, 5214, 6, 3482, 1, 224, 137, 15, 6, 242, 2, 0, 63, 1, 1521, 65, 6, 0, 7259, 2, 2097, 3482, 15, 3097, 5, 1, 974, 12, 15, 5214, 1, 3482, 60, 1094, 2097, 140, 1094, 3482, 6, 0, 2462, 574, 5546, 4628, 13, 1, 4434, 3, 0, 59, 94, 2418, 14, 1, 813, 187, 1, 235, 137, 15, 6, 373, 14, 6, 0, 2462, 574, 5546, 217, 3, 15, 404, 707, 1, 1779, 6972, 477, 32, 3579, 749, 1, 283, 4446, 182, 40, 14, 2462, 574, 5546, 377, 2462, 574, 5546, 3493, 1, 3205, 5, 1262, 4, 255, 5, 445, 571, 3622, 1, 571, 3622, 32, 3856, 16, 1, 121, 2, 1, 373, 10, 50, 1, 3205, 12, 1212, 2462, 574, 1759, 61, 478, 1391, 9, 1, 303, 1391, 0, 1, 318, 2462, 574, 3, 1, 3205, 1262, 5, 32, 900, 108, 127, 2594, 318, 81, 11, 164, 140, 331, 2097, 3, 140, 855, 20, 3, 353, 0, 0, 3, 0]"
By December   Lukis  frontline strength in the Northern Territory consisted of No  Squadron  flying Lockheed Hudsons   No  Squadron  CAC Wirraways   and No  Squadron  Hudsons   based at RAAF Station Darwin  When the Pacific War broke out  Nos  and  Squadrons deployed forces to advanced operational bases at Koepang  Laha and Namlea in the Dutch East Indies  Nos  and  Squadrons  flying PBY Catalinas  were based at Port Moresby in Papua  and No  Squadron  Hudsons and Wirraways  at Rabaul in New Britain  Northern Area Command was instructed to  strike at Japanese bases or shipping wherever possible    obtain such warning as is possible of any attempted southward movements by the Japanese    keep open the shipping routes through the Coral  Arafura and Timor Seas   and  deny enemy access to Rabaul and to the Territories of New Guinea  Papua and the Mainland of Australia   Nos        and  Squadrons engaged in reconnaissance  maritime patrol and sporadic bombing missions against Japanese targets in the Dutch East Indies and Torres Strait  Short of modern fighters and sufficient numbers of bombers  however  the RAAF units were  in the words of the official history of Australia in the war   virtually powerless  to either attack or defend against Japanese forces building up in the region,"[14, 196, 0, 5960, 1619, 4, 1, 418, 948, 1223, 2, 68, 465, 915, 5495, 0, 68, 465, 0, 0, 3, 68, 465, 0, 174, 16, 2436, 829, 3370, 47, 1, 748, 87, 2047, 61, 6769, 3, 3613, 2300, 414, 5, 1583, 2730, 6488, 16, 0, 0, 3, 0, 4, 1, 1102, 202, 2875, 6769, 3, 3613, 915, 0, 0, 21, 174, 16, 584, 5393, 4, 0, 3, 68, 465, 0, 3, 0, 16, 0, 4, 46, 785, 418, 135, 747, 7, 3148, 5, 870, 16, 337, 6488, 40, 3166, 8051, 630, 3607, 81, 1371, 11, 15, 630, 2, 167, 872, 5794, 1437, 14, 1, 337, 892, 491, 1, 3166, 3457, 110, 1, 0, 0, 3, 0, 3633, 3, 6404, 1263, 1071, 5, 0, 3, 5, 1, 3962, 2, 46, 5271, 0, 3, 1, 4889, 2, 419, 6769, 3, 3613, 1802, 4, 3147, 5060, 2508, 3, 0, 3112, 3081, 104, 337, 3027, 4, 1, 1102, 202, 2875, 3, 0, 8087, 367, 2, 434, 3174, 3, 4561, 1440, 2, 1924, 83, 1, 2436, 731, 21, 4, 1, 1690, 2, 1, 436, 189, 2, 419, 4, 1, 87, 7217, 0, 5, 494, 350, 40, 1628, 104, 337, 414, 317, 63, 4, 1, 544]"
,[]
Extraction and purification,"[0, 3, 0]"
,[]
Disease biomarkers,"[1867, 0]"
,[]
Credits and personnel,"[2296, 3, 1120]"
The third edition differed in  places from the second,"[1, 220, 1215, 0, 4, 2986, 18, 1, 75]"
Writers  strike,"[1139, 870]"
Championships and accomplishments,"[1165, 3, 0]"
,[]
Lithium is also used as a source for alpha particles  or helium nuclei  When Li is bombarded by accelerated protons Be is formed  which undergoes fission to form two alpha particles  This feat  called  splitting the atom  at the time  was the first fully man  made nuclear reaction  It was produced by Cockroft and Walton in,"[0, 15, 30, 88, 11, 6, 868, 10, 4394, 0, 40, 0, 6154, 47, 0, 15, 8040, 14, 8041, 7832, 25, 15, 429, 23, 0, 7141, 5, 278, 38, 4394, 0, 26, 5407, 139, 6180, 1, 5298, 16, 1, 48, 7, 1, 28, 2017, 339, 80, 1458, 1207, 20, 7, 325, 14, 0, 3, 6565, 4]"
The labor force consists of more than four million people  among whom women hold slightly more jobs than men  In   nearly a quarter of the population was employed by industrial factories  Employment is also high in agriculture  manufacturing sales  trading goods  and education  The unemployment rate  according to government statistics  was     in   There were    unemployed Belarusians  two  thirds of whom were women  The unemployment rate has been in decline since   and the overall rate of employment is the highest since statistics were first compiled in,"[1, 1651, 302, 1851, 2, 56, 62, 89, 175, 144, 215, 726, 272, 1840, 1364, 56, 0, 62, 173, 4, 1013, 6, 987, 2, 1, 697, 7, 2340, 14, 2372, 3105, 6406, 15, 30, 134, 4, 3047, 3158, 1015, 3909, 2069, 3, 773, 1, 6023, 1062, 279, 5, 199, 3270, 7, 4, 73, 21, 0, 0, 38, 6114, 2, 726, 21, 272, 1, 6023, 1062, 42, 43, 4, 1942, 161, 3, 1, 678, 1062, 2, 6406, 15, 1, 721, 161, 3270, 21, 28, 5730, 4]"
,[]
,[]
Cultural references,"[875, 2617]"
Bioactive compounds,"[0, 1589]"
any  array  parameterfield  unknown length of data  words  or opcodes,"[167, 5737, 0, 1548, 886, 2, 1874, 1690, 40, 0]"
A new type of naval warfare,"[6, 46, 1333, 2, 1158, 3156]"
Playing and managing career,"[524, 3, 4164, 393]"
The music video was directed by Francis Lawrence  The video opens within a black cube with an array of different colored lights with several people dancing  The video inter  cuts to Justin Timberlake singing to the song  Timberlake then floats to the floor from an opening in the cubic s ceiling  performing choreography with his supporting dancers and singing to the track s first verse  Throughout the video  it inter  cuts to Timberlake dancing by himself  with the sections sometimes featuring the camera panning around Timberlake s face  Entering the second verse  Timberlake is in the cube on his own  manipulating the motion of the cube with his hands  with his legs following the moving platform  Timberlake then returns performing choreography again with his dancers  Following the second chorus  Timberlake is dancing with a female  Staci Flood   who lip syncs Vanessa Marquez s section  A break  down of the song  where Timberlake is beatboxing  shows him dancing by himself  The breakdown then ends  with the video continuing with Timberlake and his back  up dancers  The closing beat boxing section of the track features the camera panning around several duplicates of Timberlake beatboxing and talking in sync to the song s lyrics  The video ends with the final Timberlake duplicate pointing and running towards the opposite direction,"[1, 114, 293, 7, 779, 14, 1917, 1912, 1, 293, 4428, 209, 6, 352, 4101, 13, 22, 5737, 2, 286, 5870, 5951, 13, 99, 144, 2501, 1, 293, 2255, 2483, 5, 5343, 2441, 2066, 5, 1, 77, 2441, 112, 0, 5, 1, 1509, 18, 22, 734, 4, 1, 0, 8, 2810, 2179, 6370, 13, 19, 1584, 3043, 3, 2066, 5, 1, 232, 8, 28, 2697, 446, 1, 293, 20, 2255, 2483, 5, 2441, 2501, 14, 377, 13, 1, 3698, 702, 958, 1, 2077, 0, 147, 2441, 8, 980, 3861, 1, 75, 2697, 2441, 15, 4, 1, 4101, 9, 19, 234, 0, 1, 1794, 2, 1, 4101, 13, 19, 2368, 13, 19, 2284, 117, 1, 1009, 1734, 2441, 112, 1510, 2179, 6370, 229, 13, 19, 3043, 117, 1, 75, 1839, 2441, 15, 2501, 13, 6, 534, 0, 1958, 41, 0, 0, 0, 0, 8, 600, 6, 1082, 172, 2, 1, 77, 91, 2441, 15, 0, 645, 66, 2501, 14, 377, 1, 7440, 112, 3826, 13, 1, 293, 1675, 13, 2441, 3, 19, 138, 63, 3043, 1, 4947, 1495, 0, 600, 2, 1, 232, 388, 1, 2077, 0, 147, 99, 0, 2, 2441, 0, 3, 0, 4, 7488, 5, 1, 77, 8, 1141, 1, 293, 3826, 13, 1, 177, 2441, 0, 0, 3, 724, 432, 1, 3239, 1229]"
Though often used interchangeably  in biology these words have different meanings  Fish is used as a singular noun  or as a plural to describe multiple individuals from a single species  Fishes is used to describe different species or species groups  Thus a pond that contained a single species might be said to contain  fish  But if the pond contained a total of  fish from three different species  it would be said to contain three fishes  The distinction is similar to that between people and peoples,"[342, 347, 88, 0, 4, 0, 90, 1690, 39, 286, 0, 1040, 15, 88, 11, 6, 6798, 0, 40, 11, 6, 0, 5, 4073, 1641, 2224, 18, 6, 181, 214, 0, 15, 88, 5, 4073, 286, 214, 40, 214, 572, 602, 6, 0, 12, 2504, 6, 181, 214, 1193, 25, 124, 5, 1995, 1040, 31, 164, 1, 0, 2504, 6, 355, 2, 1040, 18, 54, 286, 214, 20, 51, 25, 124, 5, 1995, 54, 0, 1, 5305, 15, 417, 5, 12, 71, 144, 3, 3851]"
,[]
Several episodes of the series have been shot on location abroad  In   the romance between nurse Jess Griffin  Verona Joseph  and anaesthetist Zubin Khan  Art Malik  culminated in an episode set in Paris  The following year  registrar Diane Lloyd  Patricia Potter  followed consultant Ric Griffin  Hugh Quarshie  to Ghana as part of the BBC s  Africa lives  series  a week of programmes bringing an exploration of African culture to UK audiences  In   an episode shot in Switzerland featured consultant Elliot Hope s  Paul Bradley  wife Gina  Gillian Bevan  committing assisted suicide after her motor neurone disease worsened  A  episode filmed in Dubai focussed on Holby registrars Jac Naylor  Rosie Marcel  and Joseph Byrne  Luke Roberts  meeting new nurse Faye Morton  Patsy Kensit   and in   Joseph and consultant Linden Cullen  Duncan Pow  travelled to Cape Town when Faye experienced difficulties there  Series producer Diana Kyle stated in November  that due to major BBC budget cuts  the series would not be filming abroad again for the  foreseeable future   However  in an episode screened on  January   Jac Naylor travelled to Stockholm  Sweden to track down Henrik Hanssen and convince him to return to Holby  She succeeded and Hanssen returned to the hospital and resumed his role,"[99, 1152, 2, 1, 103, 39, 43, 619, 9, 1079, 3803, 4, 1, 6378, 71, 2391, 0, 4636, 0, 1473, 3, 0, 0, 2880, 752, 0, 0, 4, 22, 133, 221, 4, 1655, 1, 117, 76, 0, 0, 6648, 0, 4579, 567, 5908, 5205, 4636, 6781, 0, 5, 6346, 11, 92, 2, 1, 1173, 8, 865, 2434, 103, 6, 334, 2, 0, 2000, 22, 5409, 2, 1310, 1059, 5, 942, 3227, 4, 22, 133, 619, 4, 4250, 587, 5908, 0, 1976, 8, 656, 0, 458, 0, 0, 0, 7655, 1887, 4856, 33, 34, 0, 0, 1867, 0, 6, 133, 1798, 4, 0, 0, 9, 0, 6662, 0, 7754, 0, 0, 3, 1473, 5648, 2944, 3941, 1019, 46, 2391, 0, 6799, 0, 0, 3, 4, 1473, 3, 5908, 0, 0, 0, 0, 3327, 5, 2628, 297, 47, 0, 2812, 4655, 73, 103, 975, 6209, 4402, 345, 4, 226, 12, 225, 5, 194, 1173, 1730, 2483, 1, 103, 51, 36, 25, 1455, 3803, 229, 10, 1, 0, 737, 83, 4, 22, 133, 0, 9, 222, 0, 7754, 3327, 5, 3204, 1602, 5, 232, 172, 0, 0, 3, 6421, 66, 5, 484, 5, 0, 44, 2530, 3, 0, 394, 5, 1, 988, 3, 2459, 19, 282]"
St James  offers three Eucharists on Sundays  a Said Eucharist  a Sung Eucharist and a Choral Eucharist  There is a regular Choral Evensong on Wednesdays and one Sunday each month  The Eucharist and other services are also celebrated during the week and the robed choir contributes to its  cathedral style worship   Festival services are popular and known for their standard of liturgy and music  particularly those services which celebrate high points of the church year such as Holy Week and Easter  the Advent carols  the Nine Lessons and Carols  the Christmas Eve Midnight Mass and the patronal festival of St James  son of Zebedee  also known as James the Great  in July  A series of orchestral Masses is held in January,"[231, 403, 1677, 54, 0, 9, 0, 6, 124, 6800, 6, 3097, 6800, 3, 6, 3651, 6800, 73, 15, 6, 812, 3651, 0, 9, 0, 3, 35, 3173, 125, 879, 1, 6800, 3, 49, 704, 32, 30, 7297, 45, 1, 334, 3, 1, 0, 3061, 0, 5, 29, 2016, 473, 0, 1163, 704, 32, 578, 3, 127, 10, 27, 1545, 2, 0, 3, 114, 936, 239, 704, 23, 4366, 134, 433, 2, 1, 366, 76, 81, 11, 2598, 334, 3, 3268, 1, 6639, 0, 1, 576, 5019, 3, 0, 1, 923, 2049, 7145, 832, 3, 1, 0, 1163, 2, 231, 403, 441, 2, 0, 30, 127, 11, 403, 1, 246, 4, 165, 6, 103, 2, 4767, 0, 15, 251, 4, 222]"
Development,[299]
Longstreet s Billet  the house in Russellville  Tennessee  that Longstreet occupied during the winter of     has been converted into The Longstreet Museum  open to the public,"[0, 8, 0, 1, 205, 4, 0, 2390, 12, 0, 2454, 45, 1, 882, 2, 42, 43, 2116, 52, 1, 0, 902, 491, 5, 1, 283]"
,[]
Renaming,[0]
Limited Edition Time on Earth DVD,"[738, 1215, 48, 9, 867, 913]"
Petropavlovsk was the first of the three ships to enter service  she departed Kronstadt on  October  and reached Port Arthur on  May   She became flagship of the Pacific Squadron commander  Vice Admiral Nikolai I Skrydlov  upon her arrival  The ship supported international efforts to suppress the Boxer Rebellion in mid    Poltava and Sevastopol departed for Port Arthur on  October  and arrived on  and  April  respectively  Petropavlovsk was the flagship of Vice Admiral Oskar Victorovich Stark at the beginning of the Russo  Japanese War in February,"[5547, 7, 1, 28, 2, 1, 54, 507, 5, 3069, 391, 44, 4687, 0, 9, 180, 3, 454, 584, 2197, 9, 72, 44, 97, 3749, 2, 1, 748, 465, 1049, 1668, 1491, 0, 60, 0, 406, 34, 1891, 1, 227, 668, 324, 953, 5, 0, 1, 7564, 3464, 4, 823, 0, 3, 7188, 4687, 10, 584, 2197, 9, 180, 3, 722, 9, 3, 210, 928, 5547, 7, 1, 3749, 2, 1668, 1491, 0, 0, 5955, 16, 1, 696, 2, 1, 0, 337, 87, 4, 206]"
,[]
Critical reaction to the film was initially mixed  Some critics who were not usually favorable towards science fiction  such as Barry Norman of the BBC s Film series  were positive about the film s merits  Others  however  were not  Reviews by Variety  Sight and Sound  Vincent Canby and Leonard Maltin were mixed or negative   Maltin  however  reassessed the film upon the release of the Director s Cut and gave Alien a positive review   A review by Time Out said the film was an  empty bag of tricks whose production values and expensive trickery cannot disguise imaginative poverty   In a  episode of Sneak Previews discussing science fiction films of the s and s  critics Gene Siskel and Roger Ebert were critical of Alien  Ebert called it  basically just an intergalactic haunted house thriller set inside a spaceship  and one of several science fiction pictures that were  real disappointments  compared to Star Wars  Close Encounters of the Third Kind  and   A Space Odyssey  though he did compliment the early scene of the Nostromo s crew exploring the alien planet as showing  real imagination   However  the film later made it onto Ebert s Great Movies list  giving it four stars and stating   Ridley Scott s  movie is a great original,"[629, 1207, 5, 1, 64, 7, 471, 871, 67, 474, 41, 21, 36, 900, 3307, 432, 664, 1593, 81, 11, 6009, 3044, 2, 1, 1173, 8, 64, 103, 21, 861, 70, 1, 64, 8, 0, 525, 83, 21, 36, 625, 14, 1044, 3979, 3, 466, 5297, 0, 3, 2928, 0, 21, 871, 40, 1485, 0, 83, 0, 1, 64, 406, 1, 236, 2, 1, 481, 8, 610, 3, 311, 2605, 6, 861, 508, 6, 508, 14, 48, 61, 124, 1, 64, 7, 22, 5001, 5310, 2, 7357, 698, 248, 2348, 3, 3665, 0, 2819, 0, 0, 3261, 4, 6, 133, 2, 0, 0, 6677, 664, 1593, 771, 2, 1, 8, 3, 8, 474, 0, 0, 3, 3116, 0, 21, 629, 2, 2605, 0, 139, 20, 0, 204, 22, 0, 6295, 205, 5967, 221, 796, 6, 6524, 3, 35, 2, 99, 664, 1593, 2433, 12, 21, 671, 0, 907, 5, 348, 1925, 480, 3526, 2, 1, 220, 1185, 3, 6, 679, 0, 342, 17, 122, 0, 1, 109, 475, 2, 1, 0, 8, 506, 7823, 1, 2605, 1756, 11, 4565, 671, 7735, 83, 1, 64, 55, 80, 20, 1192, 0, 8, 246, 3401, 564, 1468, 20, 89, 906, 3, 1431, 7718, 816, 8, 1188, 15, 6, 246, 223]"
Prince Alexander of Hesse and by Rhine and Countess Julia Hauke,"[1081, 1243, 2, 0, 3, 14, 0, 3, 5491, 4570, 0]"
,[]
,[]
,[]
,[]
,[]
While comparing the film to Dil To Pagal Hai of   Nikhat Kazmi of The Times of India gave Kuch Kuch Hota Hai    out of  stars  She especially liked the performance of Kajol  and thought that the film would appeal to young and romantic viewers primarily for its  MTV ambiance  and  Valentine Day flavours   On the negative side  she said  The second half however gets drowned in a sea of emotions  Too many people begin to cry a bit too much   Anish Khanna of Planet Bollywood rated the film    out of  stars  calling it  pure escapist cinema at its best   He praised the cinematography  choreography  set decoration  and also raved over Kajol s performance  along with her onscreen chemistry with Shah Rukh Khan  Overall  he said  Karan Johar makes an impressive directorial debut  has a good script sense  and knows how to make a film with S  T  Y  L  E  In contrast to these views  the reaction of Sujata C J  writing for Rediffcom  was that the film was very disappointing  with many cliches and a bad story line  though Santosh Thundiyil and Sharmishta Roy were praised for their camerawork and art direction  respectively  Nandita Chowdhury in a review for India Today  said that Karan Johar was almost able to rekindle the Khan  Kajol magic of Dilwale Dulhania Le Jayenge  and that overall the film was  a good distraction,"[59, 3702, 1, 64, 5, 0, 5, 0, 0, 2, 0, 0, 2, 1, 237, 2, 559, 311, 0, 0, 0, 0, 61, 2, 906, 44, 876, 2527, 1, 373, 2, 0, 3, 518, 12, 1, 64, 51, 2343, 5, 435, 3, 3480, 2339, 856, 10, 29, 4278, 0, 3, 6794, 111, 0, 9, 1, 1485, 307, 44, 124, 1, 75, 303, 83, 2664, 0, 4, 6, 371, 2, 5426, 604, 98, 144, 1529, 5, 6320, 6, 2806, 604, 213, 0, 0, 2, 1756, 0, 1653, 1, 64, 61, 2, 906, 1366, 20, 3290, 0, 2392, 16, 29, 152, 17, 647, 1, 0, 6370, 221, 7745, 3, 30, 0, 53, 0, 8, 373, 150, 13, 34, 0, 5162, 13, 6576, 0, 2880, 678, 17, 124, 6674, 6675, 1156, 22, 3484, 0, 819, 42, 6, 390, 1660, 2044, 3, 3494, 449, 5, 271, 6, 64, 13, 8, 132, 1838, 837, 574, 4, 1407, 5, 90, 2219, 1, 1207, 2, 0, 201, 764, 332, 10, 0, 7, 12, 1, 64, 7, 247, 0, 13, 98, 0, 3, 6, 1499, 263, 261, 342, 0, 0, 3, 0, 7881, 21, 647, 10, 27, 0, 3, 752, 1229, 928, 0, 0, 4, 6, 508, 10, 559, 1132, 124, 12, 6674, 6675, 7, 637, 467, 5, 0, 1, 2880, 0, 2593, 2, 0, 0, 1211, 0, 3, 12, 678, 1, 64, 7, 6, 390, 0]"
Precolonial Rwanda,"[0, 0]"
Krohn Air,"[0, 212]"
The upside  down flower spikes drip nectar onto the ground or lower leaves  suggesting pollination by nonflying mammals which are attracted to the scent  Supporting this hypothesis  the spiky leaves seem to also prevent access to foragers not at ground level  Furthermore  the individual flower structure is similar to Banksia attenuata  for which the honey possum  Tarsipes rostratus  is a major pollinator,"[1, 0, 172, 4470, 7759, 0, 0, 1192, 1, 375, 40, 810, 1858, 4192, 0, 14, 0, 3058, 23, 32, 1758, 5, 1, 6280, 1584, 26, 0, 1, 0, 1858, 3964, 5, 30, 1104, 1071, 5, 0, 36, 16, 375, 555, 4528, 1, 1329, 4470, 733, 15, 417, 5, 4917, 0, 10, 23, 1, 0, 0, 0, 0, 15, 6, 194, 0]"
Prognosis,[0]
,[]
In   a working replica of the SSEM  now on display at the Museum of Science and Industry in Manchester  was built to celebrate the th anniversary of the running of its first program  Demonstrations of the machine in operation are held regularly at the museum  In   an original panoramic photograph of the entire machine was discovered at the University of Manchester  The photograph  taken on  December  by a research student  Alec Robinson  had been reproduced in The Illustrated London News in June,"[4, 6, 550, 0, 2, 1, 0, 241, 9, 1445, 16, 1, 902, 2, 664, 3, 1012, 4, 2238, 7, 329, 5, 4366, 1, 79, 2487, 2, 1, 724, 2, 29, 28, 468, 7262, 2, 1, 1025, 4, 659, 32, 251, 3508, 16, 1, 902, 4, 22, 223, 0, 4618, 2, 1, 767, 1025, 7, 1288, 16, 1, 252, 2, 2238, 1, 4618, 312, 9, 196, 14, 6, 794, 802, 4904, 1703, 24, 43, 0, 4, 1, 2978, 539, 631, 4, 323]"
The duo hired choreographer Agnes de Mille to direct  a move between two theatre functions which was unusual at the time  De Mille had been the choreographer for the dances in Oklahoma  and Carousel  designing ballets which disclosed the characters  psychological states to the audience  She had been concerned about the cohesion of the script as she received it from Hammerstein  When a few days before rehearsals began  she asked Hammerstein what the show was about  the lyricist replied   It s about a man not being allowed to do his own work because of worldly pressures   De Mille answered   That s not the play you ve written  You haven t written your second act   Hammerstein replied   But we re already committed to the theatre in New York,"[1, 3798, 1896, 0, 0, 185, 0, 5, 1205, 6, 826, 71, 38, 1218, 3238, 23, 7, 2185, 16, 1, 48, 185, 0, 24, 43, 1, 0, 10, 1, 4628, 4, 3618, 3, 0, 0, 0, 23, 0, 1, 304, 7625, 113, 5, 1, 1047, 44, 24, 43, 2877, 70, 1, 0, 2, 1, 1660, 11, 44, 155, 20, 18, 6801, 47, 6, 330, 344, 65, 0, 126, 44, 677, 6801, 197, 1, 137, 7, 70, 1, 0, 3788, 20, 8, 70, 6, 339, 36, 94, 648, 5, 244, 19, 234, 123, 129, 2, 0, 5519, 185, 0, 3333, 12, 8, 36, 1, 276, 140, 1297, 358, 140, 5221, 132, 358, 1005, 75, 543, 6801, 3788, 31, 166, 331, 712, 3487, 5, 1, 1218, 4, 46, 207]"
,[]
,[]
The highway s northern section begins at a stack interchange with Interstate  in Bethany  The first part of the northern section is a freeway  called the Lake Hefner Parkway because part of it runs along the east shore of Lake Hefner  The freeway  a major part of the Oklahoma City freeway system  serves the northwestern part of Oklahoma City  At the Kilpatrick Turnpike  the freeway comes to an end  but Highway  continues northward on Portland Avenue,"[1, 333, 8, 418, 600, 1527, 16, 6, 7882, 1571, 13, 5063, 4, 0, 1, 28, 92, 2, 1, 418, 600, 15, 6, 1490, 139, 1, 1095, 0, 8044, 129, 92, 2, 20, 636, 150, 1, 202, 2079, 2, 1095, 0, 1, 1490, 6, 194, 92, 2, 1, 3618, 95, 1490, 182, 1617, 1, 4042, 92, 2, 3618, 95, 16, 1, 0, 1697, 1, 1490, 1759, 5, 22, 121, 31, 333, 1890, 3009, 9, 2553, 1915]"
,[]
Vertebrates including several species of frog put on warning displays  some of these species have poison glands  Among the mammals  deimatic displays are found in species with strong defences  such as in foul  smelling skunks and spiny porcupines  Such displays are often combined with warning coloration  Thus these displays in both frogs and mammals are at least in part aposematic,"[0, 100, 99, 214, 2, 0, 430, 9, 1371, 2723, 67, 2, 90, 214, 39, 0, 0, 215, 1, 3058, 0, 2723, 32, 188, 4, 214, 13, 422, 6205, 81, 11, 4, 0, 0, 0, 3, 0, 0, 81, 2723, 32, 347, 1370, 13, 1371, 0, 602, 90, 2723, 4, 93, 0, 3, 3058, 32, 16, 545, 4, 92, 0]"
